"","chromosome","position","type"
"chr13_119641","chr13",119641,"intron"
"chr13_90885","chr13",90885,"exon"
"chr13_259129","chr13",259129,"noncoding"
"chr13_803605","chr13",803605,"intron"
"chr13_423260","chr13",423260,"exon"
"chr13_395915","chr13",395915,"noncoding"
"chr13_881995","chr13",881995,"noncoding"
"chr13_519454","chr13",519454,"intron"
"chr13_736137","chr13",736137,"noncoding"
"chr13_483344","chr13",483344,"exon"
"chr13_144756","chr13",144756,"intron"
"chr13_938189","chr13",938189,"intron"
"chr13_655233","chr13",655233,"noncoding"
"chr13_693344","chr13",693344,"exon"
"chr13_13463","chr13",13463,"noncoding"
"chr13_219660","chr13",219660,"exon"
"chr13_703711","chr13",703711,"noncoding"
"chr13_221578","chr13",221578,"noncoding"
"chr13_320639","chr13",320639,"intron"
"chr13_431758","chr13",431758,"intron"
"chr13_220335","chr13",220335,"intron"
"chr13_229448","chr13",229448,"exon"
"chr13_79884","chr13",79884,"intron"
"chr13_201462","chr13",201462,"noncoding"
"chr13_580956","chr13",580956,"intron"
"chr13_752238","chr13",752238,"exon"
"chr13_260796","chr13",260796,"exon"
"chr14_991263","chr14",991263,"intron"
"chr14_1038","chr14",1038,"noncoding"
"chr14_987131","chr14",987131,"noncoding"
"chr14_942067","chr14",942067,"intron"
"chr14_871742","chr14",871742,"intron"
"chr14_171225","chr14",171225,"noncoding"
"chr14_588563","chr14",588563,"exon"
"chr14_779857","chr14",779857,"exon"
"chr14_155162","chr14",155162,"exon"
"chr14_526288","chr14",526288,"noncoding"
"chr14_436580","chr14",436580,"exon"
"chr14_422347","chr14",422347,"noncoding"
"chr14_507895","chr14",507895,"exon"
"chr14_192600","chr14",192600,"intron"
"chr14_983218","chr14",983218,"exon"
"chr14_350026","chr14",350026,"noncoding"
"chr14_907383","chr14",907383,"noncoding"
"chr14_139405","chr14",139405,"exon"
"chr14_467875","chr14",467875,"noncoding"
"chr14_173823","chr14",173823,"exon"
"chr14_680057","chr14",680057,"exon"
"chr14_658898","chr14",658898,"intron"
"chr14_130804","chr14",130804,"noncoding"
"chr14_947330","chr14",947330,"noncoding"
"chr14_487752","chr14",487752,"exon"
"chr14_327014","chr14",327014,"intron"
"chr14_324222","chr14",324222,"intron"
"chr14_494044","chr14",494044,"exon"
"chr14_740906","chr14",740906,"exon"
"chr14_83334","chr14",83334,"noncoding"
"chr14_976818","chr14",976818,"exon"
"chr14_755556","chr14",755556,"exon"
"chr14_105513","chr14",105513,"intron"
"chr14_796720","chr14",796720,"intron"
"chr14_356769","chr14",356769,"intron"
"chr14_313931","chr14",313931,"noncoding"
"chr14_796985","chr14",796985,"noncoding"
"chr14_265857","chr14",265857,"exon"
"chr14_907274","chr14",907274,"intron"
"chr14_864171","chr14",864171,"noncoding"
"chr14_495612","chr14",495612,"exon"
"chr14_564799","chr14",564799,"exon"
"chr14_932599","chr14",932599,"noncoding"
"chr14_648162","chr14",648162,"noncoding"
"chr14_865542","chr14",865542,"noncoding"
"chr14_286852","chr14",286852,"exon"
"chr14_189888","chr14",189888,"intron"
"chr14_177982","chr14",177982,"exon"
"chr14_498293","chr14",498293,"exon"
"chr14_345945","chr14",345945,"exon"
"chr14_466658","chr14",466658,"intron"
"chr14_815595","chr14",815595,"intron"
"chr14_369582","chr14",369582,"intron"
"chr14_274841","chr14",274841,"intron"
"chr14_819067","chr14",819067,"noncoding"
"chr14_180353","chr14",180353,"noncoding"
"chr14_162003","chr14",162003,"intron"
"chr14_383119","chr14",383119,"intron"
"chr14_851250","chr14",851250,"intron"
"chr14_86535","chr14",86535,"exon"
"chr14_433139","chr14",433139,"intron"
"chr14_938038","chr14",938038,"noncoding"
"chr14_397558","chr14",397558,"intron"
"chr14_611168","chr14",611168,"exon"
"chr14_75016","chr14",75016,"noncoding"
"chr14_41427","chr14",41427,"exon"
"chr14_841446","chr14",841446,"exon"
"chr14_110680","chr14",110680,"exon"
"chr14_275954","chr14",275954,"exon"
"chr14_895605","chr14",895605,"noncoding"
"chr14_476210","chr14",476210,"intron"
"chr14_168639","chr14",168639,"noncoding"
"chr14_735334","chr14",735334,"exon"
"chr14_717644","chr14",717644,"exon"
"chr14_913479","chr14",913479,"noncoding"
"chr14_480086","chr14",480086,"noncoding"
"chr14_684537","chr14",684537,"exon"
"chr14_6288","chr14",6288,"noncoding"
"chr14_87619","chr14",87619,"exon"
"chr14_506519","chr14",506519,"noncoding"
"chr14_469218","chr14",469218,"intron"
"chr14_490681","chr14",490681,"noncoding"
"chr14_533176","chr14",533176,"noncoding"
"chr14_220812","chr14",220812,"noncoding"
"chr14_924602","chr14",924602,"intron"
"chr14_997133","chr14",997133,"exon"
"chr14_569110","chr14",569110,"intron"
"chr14_698638","chr14",698638,"exon"
"chr14_901278","chr14",901278,"exon"
"chr14_446467","chr14",446467,"exon"
"chr14_488654","chr14",488654,"exon"
"chr14_489531","chr14",489531,"intron"
"chr14_16811","chr14",16811,"noncoding"
"chr14_734101","chr14",734101,"noncoding"
"chr14_698321","chr14",698321,"intron"
"chr14_865124","chr14",865124,"intron"
"chr14_770828","chr14",770828,"noncoding"
"chr14_615734","chr14",615734,"noncoding"
"chr14_9629","chr14",9629,"exon"
"chr14_476957","chr14",476957,"intron"
"chr15_24657","chr15",24657,"noncoding"
"chr15_247055","chr15",247055,"exon"
"chr15_418252","chr15",418252,"intron"
"chr15_42759","chr15",42759,"noncoding"
"chr15_200330","chr15",200330,"noncoding"
"chr15_548578","chr15",548578,"intron"
"chr15_419462","chr15",419462,"intron"
"chr15_130990","chr15",130990,"exon"
"chr15_449902","chr15",449902,"exon"
"chr15_109909","chr15",109909,"noncoding"
"chr15_991055","chr15",991055,"noncoding"
"chr15_455960","chr15",455960,"noncoding"
"chr15_310271","chr15",310271,"noncoding"
"chr15_868225","chr15",868225,"noncoding"
"chr15_704404","chr15",704404,"intron"
"chr15_805913","chr15",805913,"noncoding"
"chr15_715696","chr15",715696,"intron"
"chr15_197140","chr15",197140,"noncoding"
"chr15_190216","chr15",190216,"noncoding"
"chr15_658655","chr15",658655,"intron"
"chr15_36353","chr15",36353,"noncoding"
"chr15_178404","chr15",178404,"intron"
"chr15_229823","chr15",229823,"exon"
"chr15_684961","chr15",684961,"noncoding"
"chr15_759705","chr15",759705,"intron"
"chr15_643503","chr15",643503,"exon"
"chr15_165954","chr15",165954,"noncoding"
"chr15_464435","chr15",464435,"noncoding"
"chr15_250015","chr15",250015,"noncoding"
"chr15_190060","chr15",190060,"intron"
"chr15_475448","chr15",475448,"exon"
"chr15_930689","chr15",930689,"intron"
"chr15_801179","chr15",801179,"intron"
"chr15_880438","chr15",880438,"noncoding"
"chr15_262127","chr15",262127,"intron"
"chr15_634827","chr15",634827,"intron"
"chr15_839108","chr15",839108,"noncoding"
"chr15_2517","chr15",2517,"intron"
"chr15_283455","chr15",283455,"noncoding"
"chr15_360303","chr15",360303,"exon"
"chr15_219271","chr15",219271,"noncoding"
"chr15_34806","chr15",34806,"intron"
"chr15_781063","chr15",781063,"intron"
"chr15_889357","chr15",889357,"noncoding"
"chr15_596458","chr15",596458,"intron"
"chr15_668279","chr15",668279,"noncoding"
"chr15_784149","chr15",784149,"noncoding"
"chr15_691055","chr15",691055,"intron"
"chr15_313546","chr15",313546,"exon"
"chr15_563083","chr15",563083,"exon"
"chr15_973899","chr15",973899,"noncoding"
"chr15_896545","chr15",896545,"exon"
"chr15_122490","chr15",122490,"exon"
"chr15_232971","chr15",232971,"exon"
"chr15_23534","chr15",23534,"exon"
"chr15_952718","chr15",952718,"exon"
"chr15_727324","chr15",727324,"noncoding"
"chr15_519076","chr15",519076,"exon"
"chr15_583566","chr15",583566,"exon"
"chr15_310081","chr15",310081,"exon"
"chr15_317488","chr15",317488,"exon"
"chr15_2508","chr15",2508,"noncoding"
"chr15_602026","chr15",602026,"noncoding"
"chr15_130893","chr15",130893,"intron"
"chr15_826025","chr15",826025,"intron"
"chr15_810861","chr15",810861,"intron"
"chr15_986488","chr15",986488,"exon"
"chr15_452311","chr15",452311,"intron"
"chr15_624664","chr15",624664,"noncoding"
"chr15_654979","chr15",654979,"noncoding"
"chr15_943773","chr15",943773,"exon"
"chr15_64055","chr15",64055,"intron"
"chr15_321965","chr15",321965,"intron"
"chr15_445163","chr15",445163,"intron"
"chr15_121676","chr15",121676,"intron"
"chr15_212910","chr15",212910,"intron"
"chr15_147795","chr15",147795,"exon"
"chr15_909092","chr15",909092,"exon"
"chr15_508354","chr15",508354,"noncoding"
"chr15_580778","chr15",580778,"noncoding"
"chr15_995023","chr15",995023,"intron"
"chr15_390229","chr15",390229,"intron"
"chr15_831141","chr15",831141,"exon"
"chr15_954866","chr15",954866,"exon"
"chr15_937981","chr15",937981,"intron"
"chr15_991569","chr15",991569,"noncoding"
"chr15_244846","chr15",244846,"noncoding"
"chr15_5183","chr15",5183,"intron"
"chr15_419500","chr15",419500,"noncoding"
"chr15_116851","chr15",116851,"exon"
"chr15_530321","chr15",530321,"exon"
"chr15_137876","chr15",137876,"exon"
"chr15_681566","chr15",681566,"exon"
"chr15_746924","chr15",746924,"noncoding"
"chr15_257191","chr15",257191,"intron"
"chr15_71580","chr15",71580,"noncoding"
"chr15_272282","chr15",272282,"intron"
"chr15_328887","chr15",328887,"intron"
"chr15_181590","chr15",181590,"exon"
"chr15_702632","chr15",702632,"exon"
"chr16_277681","chr16",277681,"exon"
"chr16_420311","chr16",420311,"intron"
"chr16_746698","chr16",746698,"intron"
"chr16_139120","chr16",139120,"intron"
"chr16_71936","chr16",71936,"noncoding"
"chr16_655722","chr16",655722,"noncoding"
"chr16_28284","chr16",28284,"exon"
"chr16_254670","chr16",254670,"exon"
"chr16_387227","chr16",387227,"intron"
"chr16_509010","chr16",509010,"intron"
"chr16_452562","chr16",452562,"exon"
"chr16_917777","chr16",917777,"exon"
"chr16_707261","chr16",707261,"exon"
"chr16_721679","chr16",721679,"noncoding"
"chr16_533971","chr16",533971,"exon"
"chr16_962874","chr16",962874,"noncoding"
"chr16_948085","chr16",948085,"exon"
"chr16_410123","chr16",410123,"exon"
"chr16_317995","chr16",317995,"intron"
"chr16_654299","chr16",654299,"exon"
"chr16_277481","chr16",277481,"exon"
"chr16_409141","chr16",409141,"noncoding"
"chr16_308166","chr16",308166,"exon"
"chr16_927095","chr16",927095,"intron"
"chr16_750543","chr16",750543,"exon"
"chr16_396639","chr16",396639,"noncoding"
"chr16_417096","chr16",417096,"intron"
"chr16_502584","chr16",502584,"exon"
"chr16_709769","chr16",709769,"intron"
"chr16_768040","chr16",768040,"exon"
"chr16_945920","chr16",945920,"noncoding"
"chr16_348170","chr16",348170,"intron"
"chr16_982019","chr16",982019,"exon"
"chr16_207015","chr16",207015,"intron"
"chr16_999731","chr16",999731,"exon"
"chr16_773488","chr16",773488,"intron"
"chr16_787351","chr16",787351,"noncoding"
"chr16_986857","chr16",986857,"exon"
"chr16_503588","chr16",503588,"exon"
"chr16_40209","chr16",40209,"intron"
"chr16_566635","chr16",566635,"intron"
"chr16_407327","chr16",407327,"exon"
"chr16_532477","chr16",532477,"noncoding"
"chr16_939696","chr16",939696,"exon"
"chr16_803455","chr16",803455,"exon"
"chr16_732148","chr16",732148,"noncoding"
"chr16_419486","chr16",419486,"exon"
"chr16_294949","chr16",294949,"exon"
"chr16_671354","chr16",671354,"intron"
"chr16_364277","chr16",364277,"noncoding"
"chr16_867401","chr16",867401,"exon"
"chr16_140360","chr16",140360,"intron"
"chr16_192562","chr16",192562,"exon"
"chr16_530903","chr16",530903,"exon"
"chr16_180871","chr16",180871,"intron"
"chr16_865473","chr16",865473,"noncoding"
"chr16_569862","chr16",569862,"exon"
"chr16_549304","chr16",549304,"intron"
"chr16_342443","chr16",342443,"exon"
"chr16_22613","chr16",22613,"intron"
"chr16_505800","chr16",505800,"intron"
"chr16_892421","chr16",892421,"noncoding"
"chr16_763004","chr16",763004,"intron"
"chr16_31025","chr16",31025,"noncoding"
"chr16_371754","chr16",371754,"noncoding"
"chr16_571090","chr16",571090,"exon"
"chr16_188764","chr16",188764,"intron"
"chr16_800875","chr16",800875,"noncoding"
"chr16_987104","chr16",987104,"exon"
"chr16_472030","chr16",472030,"noncoding"
"chr16_886634","chr16",886634,"exon"
"chr16_513322","chr16",513322,"exon"
"chr16_863244","chr16",863244,"exon"
"chr16_220620","chr16",220620,"exon"
"chr16_789468","chr16",789468,"exon"
"chr16_66062","chr16",66062,"noncoding"
"chr16_277965","chr16",277965,"exon"
"chr16_542942","chr16",542942,"intron"
"chr16_33938","chr16",33938,"noncoding"
"chr16_620351","chr16",620351,"intron"
"chr16_945362","chr16",945362,"noncoding"
"chr16_387723","chr16",387723,"exon"
"chr16_339080","chr16",339080,"exon"
"chr16_494822","chr16",494822,"noncoding"
"chr16_563947","chr16",563947,"intron"
"chr16_142024","chr16",142024,"intron"
"chr16_233659","chr16",233659,"noncoding"
"chr16_297297","chr16",297297,"intron"
"chr16_847027","chr16",847027,"intron"
"chr16_197549","chr16",197549,"noncoding"
"chr16_592696","chr16",592696,"exon"
"chr16_67901","chr16",67901,"noncoding"
"chr16_24435","chr16",24435,"noncoding"
"chr16_930652","chr16",930652,"intron"
"chr16_371427","chr16",371427,"noncoding"
"chr16_110371","chr16",110371,"intron"
"chr16_859174","chr16",859174,"exon"
"chr16_189856","chr16",189856,"exon"
"chr16_456065","chr16",456065,"exon"
"chr16_128494","chr16",128494,"noncoding"
"chr17_ctg5_hap1_31625","chr17_ctg5_hap1",31625,"intron"
"chr17_ctg5_hap1_261752","chr17_ctg5_hap1",261752,"intron"
"chr17_ctg5_hap1_665034","chr17_ctg5_hap1",665034,"noncoding"
"chr17_ctg5_hap1_608254","chr17_ctg5_hap1",608254,"noncoding"
"chr17_ctg5_hap1_929868","chr17_ctg5_hap1",929868,"noncoding"
"chr17_ctg5_hap1_669909","chr17_ctg5_hap1",669909,"noncoding"
"chr17_ctg5_hap1_979178","chr17_ctg5_hap1",979178,"intron"
"chr17_ctg5_hap1_411496","chr17_ctg5_hap1",411496,"noncoding"
"chr17_ctg5_hap1_104761","chr17_ctg5_hap1",104761,"exon"
"chr17_ctg5_hap1_643230","chr17_ctg5_hap1",643230,"intron"
"chr17_ctg5_hap1_397040","chr17_ctg5_hap1",397040,"noncoding"
"chr17_ctg5_hap1_361949","chr17_ctg5_hap1",361949,"exon"
"chr17_ctg5_hap1_130834","chr17_ctg5_hap1",130834,"exon"
"chr17_ctg5_hap1_77638","chr17_ctg5_hap1",77638,"exon"
"chr17_ctg5_hap1_671253","chr17_ctg5_hap1",671253,"exon"
"chr17_ctg5_hap1_394239","chr17_ctg5_hap1",394239,"intron"
"chr17_ctg5_hap1_399312","chr17_ctg5_hap1",399312,"exon"
"chr17_ctg5_hap1_296672","chr17_ctg5_hap1",296672,"intron"
"chr17_ctg5_hap1_983383","chr17_ctg5_hap1",983383,"intron"
"chr17_ctg5_hap1_395532","chr17_ctg5_hap1",395532,"exon"
"chr17_ctg5_hap1_372130","chr17_ctg5_hap1",372130,"intron"
"chr17_ctg5_hap1_873751","chr17_ctg5_hap1",873751,"intron"
"chr17_ctg5_hap1_234521","chr17_ctg5_hap1",234521,"noncoding"
"chr17_ctg5_hap1_89564","chr17_ctg5_hap1",89564,"intron"
"chr17_ctg5_hap1_286844","chr17_ctg5_hap1",286844,"exon"
"chr17_ctg5_hap1_74291","chr17_ctg5_hap1",74291,"noncoding"
"chr17_ctg5_hap1_137909","chr17_ctg5_hap1",137909,"noncoding"
"chr17_ctg5_hap1_309049","chr17_ctg5_hap1",309049,"intron"
"chr17_ctg5_hap1_495916","chr17_ctg5_hap1",495916,"noncoding"
"chr17_ctg5_hap1_995620","chr17_ctg5_hap1",995620,"noncoding"
"chr17_ctg5_hap1_552718","chr17_ctg5_hap1",552718,"noncoding"
"chr17_ctg5_hap1_985914","chr17_ctg5_hap1",985914,"exon"
"chr17_ctg5_hap1_717749","chr17_ctg5_hap1",717749,"noncoding"
"chr17_ctg5_hap1_981492","chr17_ctg5_hap1",981492,"intron"
"chr17_ctg5_hap1_333118","chr17_ctg5_hap1",333118,"noncoding"
"chr17_ctg5_hap1_243257","chr17_ctg5_hap1",243257,"intron"
"chr17_ctg5_hap1_7487","chr17_ctg5_hap1",7487,"intron"
"chr17_ctg5_hap1_180846","chr17_ctg5_hap1",180846,"intron"
"chr17_ctg5_hap1_762645","chr17_ctg5_hap1",762645,"exon"
"chr17_ctg5_hap1_704289","chr17_ctg5_hap1",704289,"exon"
"chr17_ctg5_hap1_428321","chr17_ctg5_hap1",428321,"noncoding"
"chr17_ctg5_hap1_876248","chr17_ctg5_hap1",876248,"intron"
"chr17_ctg5_hap1_872757","chr17_ctg5_hap1",872757,"intron"
"chr17_ctg5_hap1_606798","chr17_ctg5_hap1",606798,"noncoding"
"chr17_ctg5_hap1_432629","chr17_ctg5_hap1",432629,"intron"
"chr17_ctg5_hap1_922363","chr17_ctg5_hap1",922363,"intron"
"chr17_ctg5_hap1_113111","chr17_ctg5_hap1",113111,"noncoding"
"chr17_ctg5_hap1_196481","chr17_ctg5_hap1",196481,"exon"
"chr17_ctg5_hap1_673355","chr17_ctg5_hap1",673355,"intron"
"chr17_ctg5_hap1_429784","chr17_ctg5_hap1",429784,"exon"
"chr17_ctg5_hap1_384359","chr17_ctg5_hap1",384359,"intron"
"chr17_ctg5_hap1_405686","chr17_ctg5_hap1",405686,"exon"
"chr17_ctg5_hap1_187928","chr17_ctg5_hap1",187928,"noncoding"
"chr17_ctg5_hap1_683449","chr17_ctg5_hap1",683449,"noncoding"
"chr17_ctg5_hap1_957367","chr17_ctg5_hap1",957367,"intron"
"chr17_ctg5_hap1_105511","chr17_ctg5_hap1",105511,"noncoding"
"chr17_ctg5_hap1_128892","chr17_ctg5_hap1",128892,"exon"
"chr17_ctg5_hap1_913599","chr17_ctg5_hap1",913599,"noncoding"
"chr17_ctg5_hap1_109065","chr17_ctg5_hap1",109065,"exon"
"chr17_ctg5_hap1_879692","chr17_ctg5_hap1",879692,"exon"
"chr17_ctg5_hap1_107082","chr17_ctg5_hap1",107082,"noncoding"
"chr17_ctg5_hap1_148393","chr17_ctg5_hap1",148393,"noncoding"
"chr17_ctg5_hap1_683571","chr17_ctg5_hap1",683571,"noncoding"
"chr17_ctg5_hap1_895025","chr17_ctg5_hap1",895025,"intron"
"chr17_ctg5_hap1_676086","chr17_ctg5_hap1",676086,"intron"
"chr17_ctg5_hap1_207051","chr17_ctg5_hap1",207051,"exon"
"chr17_ctg5_hap1_619395","chr17_ctg5_hap1",619395,"noncoding"
"chr17_ctg5_hap1_631502","chr17_ctg5_hap1",631502,"exon"
"chr17_ctg5_hap1_911623","chr17_ctg5_hap1",911623,"exon"
"chr17_ctg5_hap1_752860","chr17_ctg5_hap1",752860,"intron"
"chr17_ctg5_hap1_311901","chr17_ctg5_hap1",311901,"intron"
"chr17_ctg5_hap1_83052","chr17_ctg5_hap1",83052,"noncoding"
"chr17_ctg5_hap1_929493","chr17_ctg5_hap1",929493,"intron"
"chr17_ctg5_hap1_895876","chr17_ctg5_hap1",895876,"exon"
"chr17_ctg5_hap1_553946","chr17_ctg5_hap1",553946,"exon"
"chr17_ctg5_hap1_994032","chr17_ctg5_hap1",994032,"exon"
"chr17_ctg5_hap1_483037","chr17_ctg5_hap1",483037,"noncoding"
"chr17_ctg5_hap1_617565","chr17_ctg5_hap1",617565,"exon"
"chr17_ctg5_hap1_630377","chr17_ctg5_hap1",630377,"noncoding"
"chr17_ctg5_hap1_23743","chr17_ctg5_hap1",23743,"exon"
"chr17_ctg5_hap1_998917","chr17_ctg5_hap1",998917,"exon"
"chr17_ctg5_hap1_227739","chr17_ctg5_hap1",227739,"noncoding"
"chr17_ctg5_hap1_420123","chr17_ctg5_hap1",420123,"intron"
"chr17_ctg5_hap1_668734","chr17_ctg5_hap1",668734,"noncoding"
"chr17_ctg5_hap1_504190","chr17_ctg5_hap1",504190,"intron"
"chr17_ctg5_hap1_935253","chr17_ctg5_hap1",935253,"noncoding"
"chr17_ctg5_hap1_217731","chr17_ctg5_hap1",217731,"intron"
